S.no,tld,LE,BL,DP,LP,CCP,IPP,ACR,WBY,TLDs Reg,TLDs Reg32,TLDs Free32,SG,CO,CPC,SDE,Traffic,Valuation,Bids
331,net,3,10,2,2,2,2,51,1998,124,28,4,0,0,0,0,0,0,9
332,com,6,6,1,4,1,1,4,1999,16,12,20,0,0,0,0,48,4707,24
333,com,10,0,0,0,0,0,11,2012,3,3,29,1000,16,0.26,10,0,0,3
334,com,13,0,0,0,0,0,16,2006,1,1,31,10,0,0,0,0,0,4
335,org,10,0,0,0,0,0,6,2016,1,1,31,0,0,0,0,13,693,1
336,net,10,8915,0,0,0,0,13,2015,4,3,29,90,0,0,0,182,156,1
337,com,5,0,0,0,0,0,5,2014,4,2,30,0,0,0,0,0,985,6
338,com,9,0,0,0,0,0,9,2014,3,3,29,0,0,0,0,0,0,1
339,com,8,1,0,0,0,0,8,2012,1,1,31,10,0,0,0,11,592,1
340,com,22,22119,104,1753,99,102,3,2016,1,1,31,0,0,0,0,2,296,1
341,com,7,0,0,0,0,0,18,2016,2,2,30,0,0,0,0,9,0,1
342,com,14,42,6,6,6,6,85,2007,1,1,31,0,0,0,0,26,687,1
343,com,18,1,0,0,0,0,3,2017,1,1,31,70,1,0,0,176,683,2
344,com,10,0,0,0,0,0,1,2017,1,1,31,0,0,0,0,11,534,2
345,com,8,0,0,0,0,0,25,2009,1,1,31,0,0,0,0,9,1117,1
346,com,7,0,0,0,0,0,10,2017,1,1,31,0,0,0,0,0,1095,1
347,com,27,91,48,177,29,30,443,2002,1,1,31,0,0,0,0,0,242,1
348,net,6,0,0,0,0,0,0,2016,2,2,30,0,0,0,0,0,279,1
349,com,9,0,0,0,0,0,2,2017,1,1,31,0,0,0,0,30,1184,1
350,net,3,16,1,1,1,1,67,2001,90,27,5,0,0,0,0,0,0,13
351,com,6,0,0,0,0,0,6,2016,1,1,31,0,0,0,0,4,1071,2
352,com,4,0,0,0,0,0,2,2016,1,1,31,0,0,0,0,0,358,1
353,com,12,0,0,0,0,0,17,2015,1,1,31,10,0,0,0,0,1144,1
354,com,12,0,0,0,0,0,3,2017,1,1,31,590,18,1.73,10,2,1225,1
355,com,6,0,0,0,0,0,0,2013,1,1,31,0,0,0,0,0,565,1
356,com,12,1914,31,58,33,33,324,2002,1,1,31,0,0,0,0,65,244,6
357,com,21,0,0,0,0,0,17,2015,2,1,31,14800,43,0.39,10,17,319,2
358,com,14,0,0,0,0,0,14,2013,3,3,29,20,3,0.96,0,4,1851,3
359,com,11,0,0,0,0,0,10,2016,1,1,31,0,0,0,0,4,802,2
360,com,9,0,0,0,0,0,1,2015,1,1,31,0,0,0,0,22,1161,1
361,com,5,149,5,16,5,5,37,2015,4,2,30,0,0,0,0,2,1163,6
362,com,14,67,2,9,2,2,174,2013,1,1,31,0,0,0,0,0,0,2
363,com,10,0,0,0,0,0,19,1999,4,4,28,720,96,0.21,10,4,2520,1
364,com,5,1,0,0,0,0,39,2002,2,1,31,0,0,0,0,0,1312,9
365,org,5,144,0,0,0,0,9,2017,15,6,26,0,0,0,0,0,1101,1
366,com,8,0,0,0,0,0,118,2004,25,16,16,27100,17,0.33,90,26,4962,15
367,net,12,161,15,16,1,1,31,2006,2,2,30,2400,100,0.33,10,30,136,1
368,com,6,0,0,0,0,0,19,2014,1,1,31,0,0,0,0,0,1262,1
369,com,11,2,0,0,0,0,10,2016,4,3,29,40500,0,0,170,9,1228,1
370,com,17,149,7,7,5,6,17,2016,1,1,31,0,0,0,0,2,858,1
371,com,13,957,22,47,20,20,296,1997,1,1,31,2400,0,0,10,180,924,3
372,com,14,34,2,2,2,2,28,2001,1,1,31,0,0,0,0,0,430,1
373,com,10,376,8,10,8,8,4,2015,1,1,31,0,0,0,0,74,1150,1
374,org,4,301,1,34,1,1,14,2017,20,11,21,0,0,0,0,9,621,1
375,com,6,0,0,0,0,0,6,2016,2,2,30,0,0,0,0,7,1915,1
376,com,7,168,0,0,0,0,53,2017,8,6,26,390,61,0.05,10,146,2450,2
377,com,7,104,0,0,0,0,26,2017,1,1,31,0,0,0,0,0,0,1
378,com,18,73,3,4,3,3,23,2011,1,1,31,20,0,0,0,35,708,1
379,com,10,0,0,0,0,0,49,2006,1,1,31,0,0,0,0,0,0,2
380,com,10,1,0,0,0,0,60,2005,1,1,31,110000,56,0.49,12100,0,0,1
381,com,12,0,0,0,0,0,30,2009,1,1,31,3600,57,0.14,10,0,0,2
382,com,11,0,0,0,0,0,8,2012,1,1,31,0,0,0,0,0,0,1
383,com,13,0,0,0,0,0,35,2013,6,6,26,480,8,1.79,10,0,0,1
384,com,11,0,0,0,0,0,8,2017,2,2,30,22200,13,0.11,2400,0,0,2
385,com,15,2,0,0,0,0,86,2002,1,1,31,0,0,0,0,0,0,1
386,com,12,0,0,0,0,0,5,2011,1,1,31,0,0,0,0,0,0,1
387,com,12,0,0,0,0,0,14,2007,0,0,32,10,5,0.56,0,0,0,1
388,com,8,0,0,0,0,0,10,2013,4,4,28,0,0,0,0,0,0,11
389,org,10,2,0,0,0,0,48,1999,78,28,4,1000000,3,2.46,14800,0,0,1
390,com,10,0,0,0,0,0,1,2013,1,1,31,0,0,0,0,0,0,2
391,com,13,1,0,0,0,0,13,2004,10,9,23,170,16,0.06,10,0,0,1
392,com,9,0,0,0,0,0,1,2013,1,1,31,0,0,0,0,0,0,1
393,com,6,0,0,0,0,0,1,2013,2,2,30,0,0,0,0,0,0,1
394,com,16,0,0,0,0,0,13,2013,5,3,29,70,2,0,0,0,0,1
395,com,10,0,0,0,0,0,40,2014,7,6,26,1600,14,0.43,40,0,0,2
396,com,15,0,0,0,0,0,1,2013,3,3,29,0,0,0,20,0,0,2
397,com,16,0,0,0,0,0,1,2013,4,4,28,0,0,0,30,0,0,1
398,com,7,0,0,0,0,0,1,2013,2,2,30,0,0,0,0,0,0,1
399,com,14,0,0,0,0,0,10,1999,3,3,29,110,22,0.68,10,0,0,5
400,com,15,0,0,0,0,0,10,2013,2,2,30,0,0,0,0,0,0,1
401,com,7,0,0,0,0,0,1,2013,11,4,28,10,23,0.3,0,0,0,4
402,com,8,0,0,0,0,0,1,2013,1,1,31,0,0,0,0,0,0,1
403,com,8,0,0,0,0,0,1,2013,4,4,28,0,0,0,0,0,0,1
404,com,7,0,0,0,0,0,1,2013,1,1,31,0,0,0,0,0,0,2
405,com,13,0,0,0,0,0,9,2013,6,1,31,390,55,0.29,10,0,0,2
406,com,11,0,0,0,0,0,1,2013,1,1,31,10,14,0,30,0,0,1
407,com,11,0,0,0,0,0,1,2013,1,1,31,0,0,0,0,0,0,2
408,com,17,0,0,0,0,0,9,2013,1,1,31,0,0,0,0,0,0,2
409,com,11,0,0,0,0,0,1,2013,7,6,26,0,0,0,0,0,0,1
410,com,17,0,0,0,0,0,1,2013,1,1,31,0,0,0,0,0,0,3
411,com,16,0,0,0,0,0,1,2013,1,1,31,0,0,0,0,0,0,2
412,com,7,0,0,0,0,0,29,2005,19,8,24,0,0,0,0,0,0,1
413,com,10,0,0,0,0,0,13,2014,3,2,30,0,0,0,0,2,0,2
414,com,5,1,0,0,0,0,30,2015,1,1,31,10,0,0,0,0,0,4
415,com,13,0,0,0,0,0,19,2004,1,1,31,880,1,1.44,10,0,0,2
416,com,15,0,1,1,1,1,76,2000,5,5,27,22200,6,0.49,50,1,0,3
417,com,14,0,0,0,0,0,7,2014,2,2,30,0,0,0,0,2,0,1
418,com,15,0,0,0,0,0,8,2014,1,1,31,0,0,0,0,3,0,1
419,com,11,0,0,0,0,0,68,2017,1,1,31,0,0,0,0,0,0,1
420,com,10,0,0,0,0,0,10,2012,3,3,29,0,0,0,0,0,0,9
421,com,17,0,0,0,0,0,9,2008,1,1,31,0,0,0,0,0,0,1
422,com,10,0,0,0,0,0,34,2004,9,8,24,720,94,1.28,10,0,0,3
423,com,12,41,2,2,0,2,83,2001,3,2,30,18100,38,1.45,110,0,0,1
424,org,5,3,1,1,0,1,54,1996,220,32,0,1830000,2,0.08,74000,0,0,3
425,com,6,2,0,0,0,0,36,1999,11,6,26,0,0,0,0,0,0,1
426,com,11,1,0,0,0,0,61,1996,11,5,27,74000,3,0.5,210,0,0,1
427,com,15,0,0,0,0,0,19,2005,2,2,30,0,0,0,0,0,0,4
428,com,16,24,6,8,4,5,127,1998,4,4,28,3600,100,0.69,90,0,0,2
429,com,5,2,0,0,0,0,13,2017,3,3,29,0,0,0,0,0,0,6
430,org,4,0,0,0,0,0,40,2015,54,24,8,6600,5,1.58,0,0,0,1
431,com,14,0,0,0,0,0,10,2009,4,4,28,5400,4,0.98,20,6,0,2
432,com,15,0,0,0,0,0,7,1999,2,2,30,260,2,0.02,10,2,0,1
433,com,10,0,0,0,0,0,6,2017,2,2,30,0,0,0,0,0,0,3
434,com,18,620,43,114,0,39,214,2009,20,16,16,4400,98,1.85,50,0,0,37
435,com,8,0,0,0,0,0,23,2006,7,6,26,0,0,0,0,0,0,6
436,com,20,8348,9,15,9,5,50,2008,1,1,31,110,12,1.63,10,0,0,1
437,com,5,1360027,199,1862,162,179,557,2016,22,7,25,1600,0,0,10,0,0,28
438,com,8,0,0,0,0,0,49,2004,10,5,27,0,0,0,0,0,0,1
439,com,8,0,0,0,0,0,12,2001,11,7,25,590,0,2.83,30,0,0,1
440,com,4,2,0,0,0,0,11,2007,2,2,30,70,0,0,0,0,0,5
441,com,9,0,0,0,0,0,9,2007,1,1,31,30,0,0,0,0,0,1
442,com,11,0,0,0,0,0,21,2013,2,2,30,1300,7,0.76,10,0,0,1
443,com,10,1,0,0,0,0,42,2006,1,1,31,0,0,0,0,0,0,2
444,com,7,8,0,0,0,0,9,2015,17,7,25,0,0,0,0,0,0,2
445,com,10,0,1,1,0,1,69,2016,21,16,16,3600,1,1.52,110,0,0,2
446,com,15,240,8,10,8,8,1441,2013,9,5,27,14800,43,0.11,20,0,0,1
447,com,10,0,0,0,0,0,7,2016,3,3,29,110,96,0.36,10,0,0,1
448,com,8,5,0,0,0,0,74,2010,5,5,27,110,0,0,10,0,0,2
449,com,3,2,0,0,0,0,20,2007,11,8,24,0,0,0,0,0,0,1
450,com,9,24,3,6,3,3,84,1996,21,14,18,201000,3,1.66,4400,0,0,6
451,com,4,3,0,0,0,0,12,2006,5,6,26,720,50,0.25,10,0,0,47
452,com,9,2,1,1,0,1,17,2006,7,4,28,18100,4,0.12,20,0,0,2
453,com,6,28,3,3,6,2,100,2006,4,4,28,8100,0,0.59,320,0,0,1
454,com,7,0,0,0,0,0,38,2007,3,3,29,390,0,0,20,0,0,4
455,com,5,0,0,0,0,0,25,2007,9,7,25,390,0,0,10,0,0,1
456,com,5,0,0,0,0,0,13,2007,4,2,30,720,0,0,10,0,0,1
457,com,5,2,0,0,0,0,46,2008,2,2,30,40,10,0,0,0,0,1
458,com,5,0,0,0,0,0,19,2007,2,2,30,0,0,0,0,0,0,1
459,com,6,2,0,0,0,0,50,2006,9,7,25,0,0,0,0,0,0,1
460,com,6,0,0,0,0,0,52,2007,4,2,30,0,0,0,0,0,0,1
461,com,7,0,0,0,0,0,36,2007,2,2,30,50,7,0,0,0,0,3
462,com,5,0,0,0,0,0,18,2008,11,7,25,165000,21,0.36,0,0,0,5
463,com,5,0,0,0,0,0,9,2008,7,3,29,210,4,0,10,0,0,7
464,com,6,2,0,0,0,0,23,2006,6,5,27,12100,7,0.07,50,0,0,1
465,com,9,0,0,0,0,0,7,2009,2,2,30,20,49,0.49,0,0,0,9
466,com,5,0,0,0,0,0,22,2006,5,4,28,0,0,0,0,0,0,1
467,com,18,37,1,1,2,1,82,2008,3,3,29,170,19,0.78,10,0,0,6
468,com,7,2,0,0,0,0,28,2008,6,5,27,1000,2,0.86,110,0,0,1
469,com,6,3,0,0,0,0,33,2007,4,2,30,2400,1,1.23,10,0,0,2
470,com,5,1,0,0,0,0,22,2006,10,3,29,390,0,0,10,0,0,2
471,com,15,0,0,0,0,0,0,2018,1,1,31,0,0,0,0,0,0,1
472,com,6,0,0,0,0,0,112,1999,5,4,28,880,0,0.03,10,0,0,2
473,com,8,1545,14,270,29,13,1005,1998,160,31,1,550000,16,0.23,40500,0,0,1
474,com,15,1680,13,4658,13,12,252,1999,1,1,31,201000,2,0.62,5400,0,0,1
475,com,26,731,9,57,22,9,75,2007,1,1,31,0,0,0,0,0,0,4
476,com,7,0,0,0,0,0,29,2011,2,2,30,50,6,0,0,0,0,1
477,com,10,32,3,5,3,3,132,1997,21,15,17,0,0,0,0,0,0,2
478,com,12,1,0,0,0,0,38,2005,2,2,30,260,36,2.04,10,0,0,1
479,com,3,1,1,1,0,1,19,2003,11,7,25,140,4,0.88,10,0,0,7
480,com,3,0,1,1,0,1,10,2004,13,7,25,2900,1,0,10,0,0,7
481,com,3,0,1,1,0,1,23,2004,11,6,26,260,0,0,20,0,0,7
482,com,4,74,3,5,0,3,149,2005,8,6,26,210,0,0,0,0,0,2
483,com,4,0,0,0,0,0,1,2007,3,3,29,30,0,0,0,0,0,192
484,com,4,258644,121,634,0,112,190,2002,45,27,5,14800,0,0.16,480,0,0,4
485,com,5,30,0,0,0,0,18,2012,2,1,31,0,0,0,0,0,0,9
486,com,4,0,0,0,0,0,6,2005,14,9,23,6600,3,2.52,0,0,0,1
487,com,4,1,0,0,0,0,9,2007,3,3,29,50,0,0,0,0,0,170
488,com,4,0,0,0,0,0,109,2007,4,3,29,1900,0,0,10,0,0,29
489,com,3,2,0,0,0,0,24,2004,14,6,26,140,31,0.18,30,0,0,6
490,com,4,3,0,0,0,0,12,2006,1,2,30,40,0,0,0,0,0,168
491,net,5,138,3,3,5,3,194,1998,188,30,2,450000,19,0.12,12100,0,0,2
492,com,17,0,0,0,0,0,119,2010,1,1,31,50,9,0.07,0,0,0,3
493,com,12,44,5,6,0,5,218,1999,8,7,25,49500,29,0.68,480,15,0,13
494,com,21,0,0,0,0,0,43,2008,1,1,31,10,100,0.41,0,0,0,1
495,com,8,0,0,0,0,0,32,1999,5,5,27,720,61,0.22,20,0,0,3
496,com,11,0,0,0,0,0,13,2005,2,2,30,1600,38,1.22,50,0,0,1
497,com,10,7,1,3,0,1,47,2000,6,5,27,8100,100,0.5,1000,0,0,1
498,com,10,0,0,0,0,0,27,2003,5,5,27,30,0,0,0,0,0,3
499,net,9,2,0,0,0,0,45,1996,152,30,2,550000,3,0.5,4400,0,0,1
500,com,10,0,0,0,0,0,5,2004,2,2,30,20,60,0,0,0,0,7
501,com,10,42,5,7,0,4,135,2003,12,11,21,210,53,0.19,10,0,0,14
502,com,12,0,0,0,0,0,8,2007,1,1,31,0,0,0,0,4,0,1
503,com,4,0,0,0,0,0,67,1999,3,3,29,40500,1,0.07,170,3,0,1
504,com,14,0,0,0,0,0,16,2006,2,2,30,0,0,0,0,0,0,1
505,com,21,3,1,1,3,1,35,2010,2,2,30,49500,10,0.21,320,0,0,1
506,com,13,0,0,0,0,0,45,1998,9,6,26,27100,48,0.24,30,0,0,2
507,com,12,0,0,0,0,0,7,2014,1,1,31,1300,2,0.03,10,0,0,2
508,com,11,1,0,0,0,0,22,2004,2,2,30,0,0,0,0,0,0,1
509,com,14,0,0,0,0,0,1,2014,1,1,31,0,0,0,0,0,0,1
510,com,8,0,0,0,0,0,1,2017,1,1,31,20,19,0,0,0,0,1
511,com,11,0,0,0,0,0,3,2016,3,2,30,0,0,0,0,0,0,8
512,com,6,0,0,0,0,0,59,2008,2,2,30,90,0,0,0,0,0,1
513,com,5,0,0,0,0,0,13,2018,7,3,29,590,0,0,10,0,0,1
514,com,10,11,0,0,0,0,36,2017,1,1,31,0,0,0,0,0,0,1
515,com,17,0,0,0,0,0,13,2008,1,1,31,170,8,2.28,0,0,0,1
516,net,10,705,57,71,65,41,576,2017,2,2,30,0,0,0,0,0,0,1
517,com,6,0,0,0,0,0,9,2011,2,2,30,5000000,42,0.07,246000,0,0,3
518,com,12,6,0,0,0,0,41,2001,5,5,27,140,0,0,10,0,0,1
519,com,43,0,0,0,0,0,7,2016,0,0,32,0,0,0,0,0,0,2
520,org,11,261,19,275,18,20,226,2017,30,21,11,27100,2,1.28,3600,0,0,14
521,com,9,0,0,0,0,0,16,1999,10,7,25,320,7,0.05,20,0,0,1
522,com,11,0,0,0,0,0,14,2009,7,7,25,30,4,0.81,10,0,0,1
523,com,5,3,0,0,0,0,30,2012,1,1,31,0,0,0,0,0,0,1
524,com,7,0,0,0,0,0,28,2000,8,7,25,550000,7,0.38,40500,0,0,1
525,net,11,0,0,0,0,0,23,2009,7,4,28,14800,1,0.48,70,0,0,2
526,com,10,8,1,1,1,1,55,2008,5,3,29,110,6,0.04,10,0,0,1
527,net,3,2,0,0,0,0,19,2011,16,10,22,1300,2,1.29,30,0,0,4
528,com,12,4,2,2,0,2,25,2012,1,1,31,0,0,0,0,0,0,2
529,com,10,0,0,0,0,0,34,2017,3,2,30,0,0,0,0,0,0,2
530,com,7,0,0,0,0,0,8,2017,4,4,28,0,0,0,0,0,0,1
531,com,15,395,4,354,4,7,62,2009,9,10,22,140,20,6.76,10,0,0,5
532,com,10,0,0,0,0,0,7,2014,3,2,30,480,100,0.43,10,0,0,2
533,com,10,0,0,0,0,0,9,2009,3,3,29,0,0,0,0,4,0,2
534,org,11,0,0,0,0,0,24,2009,4,3,29,40,8,0.21,0,2,0,1
535,com,14,0,0,0,0,0,22,2008,3,3,29,90,1,0,0,0,0,1
536,com,4,673,48,91,51,44,205,2009,26,16,16,2400,1,0,10,0,0,76
537,com,5,87,7,31,21,7,65,2006,10,8,24,90,0,0,0,0,0,2
538,com,10,57,3,4,2,3,137,1998,16,13,19,390,5,0.49,20,0,0,11
539,com,8,161,26,36,25,22,102,1993,6,6,26,1300,3,0.09,110,0,0,13
540,com,7,10,0,0,0,0,68,2005,13,11,21,720,1,0.02,10,0,0,34
541,com,8,4,0,0,0,0,77,1999,29,19,13,3600,28,0.19,30,0,0,30
542,com,7,0,0,0,0,0,29,2011,20,13,19,1600,0,0,10,0,0,52
543,com,7,20,6,6,8,5,80,2004,18,14,18,320,0,0,10,0,0,34
544,com,10,0,0,0,0,0,14,2002,2,2,30,1600,1,0,10,0,0,2
545,com,9,0,0,0,0,0,20,2006,2,2,30,170,0,0,10,0,0,1
546,com,13,0,0,0,0,0,30,2010,3,2,30,90,15,6.83,0,0,0,1
547,com,8,0,0,0,0,0,14,2018,1,1,31,0,0,0,0,0,0,1
548,org,4,10,0,0,0,0,20,2012,30,10,22,1000,1,0.01,20,0,0,1
549,com,20,0,0,0,0,0,6,2015,0,0,32,390,74,0.29,10,0,0,2
550,com,17,10974,140,1435,118,129,1052,2008,1,1,31,20,0,0,0,0,1077,10
551,com,14,848,39,65,35,36,259,2000,1,1,31,1300,22,6,10,2,1376,11
552,com,4,1,0,0,0,0,5,2007,7,2,30,0,0,0,0,0,0,4
553,com,9,0,0,0,0,0,1,2009,2,2,30,0,0,0,0,4,1748,2
554,com,13,3,0,0,0,0,74,2001,1,1,31,0,0,0,0,0,0,5
555,net,10,0,0,0,0,0,40,2003,51,18,14,90500,0,0.03,3600,0,0,2
556,com,8,0,0,0,0,0,16,2012,2,2,30,0,0,0,0,0,0,1
557,com,9,4,0,0,0,0,6,2015,1,1,31,0,0,0,0,7,572,1
558,com,7,0,0,0,0,0,1,2015,1,1,31,0,0,0,0,0,0,3
559,com,8,0,0,0,0,0,1,2016,3,2,30,0,0,0,0,0,0,4
560,org,10,1,0,0,0,0,18,2005,31,19,13,18100,7,0.86,390,7,1260,1
561,org,16,6486,65,430,50,52,120,2008,1,1,31,0,0,0,0,0,553,7
562,com,12,1,0,0,0,0,1,2015,1,1,31,40,50,0.16,0,0,0,1
563,com,8,0,0,0,0,0,1,2015,1,1,31,0,0,0,0,0,0,2
564,com,7,125,20,30,21,21,210,2000,1,1,31,0,0,0,0,80,639,1
565,net,5,2201,84,468,73,76,128,2005,3,3,29,0,0,0,0,35,632,1
566,com,4,25,0,0,0,0,9,2014,5,4,28,0,0,0,0,2,360,1
567,com,22,746,35,88,33,33,33,2015,1,1,31,0,0,0,0,0,412,1
568,com,10,1,1,1,1,1,8,2015,1,1,31,1600,22,0.64,10,15,1235,2
569,com,22,4,0,0,0,0,1,2017,1,1,31,0,0,0,0,67,186,1
570,com,10,0,0,0,0,0,0,2014,1,1,31,0,0,0,0,0,843,1
571,org,11,9,0,0,0,0,27,2015,19,12,20,0,0,0,0,4,816,1
572,com,7,0,0,0,0,0,4,2016,1,1,31,0,0,0,0,0,0,1
573,com,18,28,2,3,2,2,43,2009,1,1,31,0,0,0,0,17,703,1
574,com,5,0,0,0,0,0,15,2008,5,3,29,0,0,0,0,0,2176,1
575,com,6,0,0,0,0,0,2,2015,1,1,31,0,0,0,0,13,0,2
576,com,7,49,7,15,6,6,308,1996,1,1,31,0,0,0,0,161,1096,2
577,com,8,11,3,3,3,3,80,2004,1,1,31,20,13,0.01,0,4,1216,1
578,com,13,0,0,0,0,0,55,2017,1,1,31,0,0,0,0,115,434,1
579,com,12,0,0,0,0,0,30,1998,3,2,30,0,0,0,0,20,1780,2
580,com,14,4,0,0,0,0,3,2016,5,5,27,2900,1,0.74,320,4,1715,1
581,com,9,0,0,0,0,0,22,2012,5,5,27,0,0,0,0,0,2451,2
582,com,6,14,0,0,0,0,10,2017,4,3,29,0,0,0,0,67,1404,2
583,com,8,0,0,0,0,0,2,2016,1,1,31,0,0,0,0,2,0,1
584,com,11,0,0,0,0,0,1,2017,1,1,31,0,0,0,0,0,0,1
585,com,10,3,0,0,0,0,10,2004,1,1,31,720,38,0.23,10,0,1247,1
586,com,24,0,0,0,0,0,1,2017,1,1,31,0,0,0,0,37,687,1
587,com,6,0,0,0,0,0,1,2015,1,1,31,0,0,0,0,7,0,1
588,com,7,53044,10,2793,10,11,42,2017,1,2,30,40,0,0,0,102,1151,1
589,com,16,4,0,0,0,0,7,2016,1,1,31,110,0,0,0,74,426,1
590,com,10,0,0,0,0,0,20,2014,11,9,23,10,3,0.03,0,0,0,1
591,com,9,13,1,1,1,1,24,2006,1,1,31,0,0,0,0,48,869,1
592,com,19,0,0,0,0,0,9,2006,1,1,31,10,22,0,0,0,0,1
593,org,17,8,0,0,0,0,2,2017,1,1,31,0,0,0,0,139,444,1
594,com,12,131,3,3,3,3,54,2016,3,2,30,0,0,0,0,0,1280,1
595,com,15,1975,2,2,2,2,45,2003,2,2,30,0,0,0,0,20,1778,2
596,com,10,0,0,0,0,0,20,2004,1,1,31,0,0,0,0,0,0,3
597,com,11,0,0,0,0,0,21,2013,4,4,28,0,0,0,0,0,1947,1
598,com,13,0,0,0,0,0,8,2004,2,2,30,0,0,0,0,0,0,2
599,com,12,0,0,0,0,0,1,2016,1,2,30,0,0,0,0,2,547,1
600,org,19,114,2,9,2,2,68,2006,3,3,29,590,91,2.21,10,2,513,1
601,com,12,0,0,0,0,0,17,2004,5,5,27,4400,24,0.34,590,0,0,1
602,com,10,11669,62,317,58,60,234,2013,1,1,31,0,0,0,0,0,1208,1
603,net,7,287,2,10,2,2,140,2014,2,2,30,2900,0,0,10,1894,440,1
604,com,23,0,0,0,0,0,1,2016,1,1,31,0,0,0,0,4,425,1
605,com,16,66,0,0,0,0,33,2003,1,1,31,30,100,0.52,0,9,701,1
606,com,7,0,0,0,0,0,19,2010,5,5,27,0,0,0,0,0,2839,1
607,com,30,798,0,0,0,0,2,2016,1,1,31,0,0,0,0,0,210,1
608,com,14,42,7,11,6,6,219,2017,1,1,31,0,0,0,0,241,411,2
609,com,16,5,0,0,0,0,18,2008,1,1,31,0,0,0,0,0,0,1
610,com,11,1446422,42,53,39,41,36,2015,1,1,31,0,0,0,0,0,1109,10
611,com,4,4811,12,152,11,11,161,1999,9,8,24,0,0,0,0,0,1822,3
612,com,4,28,5,7,5,5,74,1997,7,7,25,0,0,0,0,39,1719,21
613,org,18,72,14,32,13,13,107,2000,1,1,31,0,0,0,0,0,538,19
614,com,9,0,0,0,0,0,29,1997,5,4,28,50,3,0,0,4,2523,4
615,com,14,98,1,1,0,1,122,2001,4,4,28,210,52,3.83,10,0,0,3
616,com,4,2,0,0,0,0,69,2000,27,17,15,720,1,0,20,0,0,4
617,com,10,0,0,0,0,0,1,2014,1,1,31,20,100,0.84,0,0,0,1
618,com,9,0,0,0,0,0,30,2013,5,4,28,0,0,0,0,2,2945,1
619,com,16,7,0,0,0,0,5,2015,1,1,31,260,45,2.36,10,39,1176,1
620,com,7,0,0,0,0,0,9,2015,12,10,22,0,0,0,0,7,2123,1
621,com,19,29,4,8,4,4,20,2010,2,2,30,590,0,0,0,693,896,2
622,net,7,0,0,0,0,0,11,2016,6,6,26,0,0,0,0,0,0,1
623,com,16,12,0,0,0,0,28,2015,1,1,31,110,26,2.67,0,28,464,2
624,com,19,48037,182,595,130,146,265,2006,1,1,31,0,0,0,0,0,740,14
625,com,4,1,0,0,0,0,9,2017,3,2,30,70,0,0,0,0,0,2
626,org,13,111,16,40,19,19,96,2003,37,16,16,40500,71,1.41,140,7,1439,1
627,com,19,0,0,0,0,0,3,2016,1,1,31,0,0,0,0,0,1235,1
628,com,17,0,0,0,0,0,17,2003,2,2,30,0,0,0,0,9,1236,1
629,com,9,0,0,0,0,0,2,2016,1,1,31,0,0,0,0,0,655,1
630,com,9,1,0,0,0,0,95,2016,5,4,28,0,0,0,0,0,0,3
631,org,10,0,0,0,0,0,21,2017,14,7,25,165000,0,0.25,3600,11,1318,1
632,com,12,0,0,0,0,0,1,2017,1,1,31,550000,0,0.15,40500,72,555,1
633,com,12,0,0,0,0,0,1,2017,1,1,31,0,0,0,0,2,546,1
634,com,6,5,0,0,0,0,61,2016,2,2,30,0,0,0,0,4,0,4
635,com,14,0,0,0,0,0,14,2013,3,3,29,140,14,2.33,10,9,1840,1
636,com,17,78,14,16,13,14,247,2014,2,2,30,0,0,0,0,22,1527,1
637,com,8,3710,0,0,0,0,24,2017,1,1,31,0,0,0,0,1208,1135,2
638,com,15,0,0,0,0,0,46,2009,17,11,21,246000,16,3.06,14800,30,3046,2
639,com,8,0,0,0,0,0,0,2016,1,1,31,0,0,0,0,51,0,2
640,com,16,0,0,0,0,0,7,2016,1,1,31,0,0,0,0,4,2102,1
641,com,6,0,0,0,0,0,1,2015,1,1,31,0,0,0,0,4,1004,1
642,com,21,30,15,15,12,12,254,2000,1,1,31,0,0,0,0,4,227,1
643,com,8,0,0,0,0,0,1,2013,9,9,23,0,0,0,0,2,2648,1
644,com,13,0,0,0,0,0,6,2005,4,3,29,1000,1,0.38,10,43,1157,1
645,com,5,1537,19,52,10,11,257,2005,3,3,29,450000,3,0.3,8100,1041,2634,4
646,com,10,0,0,0,0,0,4,2017,1,1,31,20,0,0,0,0,1392,1
647,com,15,378,0,0,0,0,30,2015,2,2,30,12100,2,1.14,20,285,1183,2
648,com,6,0,0,0,0,0,9,2013,1,1,31,0,0,0,0,4,1110,3
649,com,12,2,0,0,0,0,30,2011,1,1,31,0,0,0,0,67,423,2
650,com,14,40498,26,3031,29,33,62,2008,3,3,29,170,9,3.97,10,28,1680,1
651,com,11,21,1,1,1,1,43,2006,1,1,31,0,0,0,0,91,294,1
652,com,11,0,0,0,0,0,1,2016,11,8,24,90,11,0,0,2,3826,9
653,com,6,0,0,0,0,0,51,2017,3,2,30,20,1,0,0,7,1101,1
654,com,11,0,0,0,0,0,60,2005,2,2,30,50,1,0,0,0,0,1
655,com,11,0,0,0,0,0,8,2014,1,1,31,140,6,0,10,9,1116,1
656,org,15,9,0,0,0,0,24,2005,2,2,30,0,0,0,0,7,206,1
657,com,7,0,0,0,0,0,7,2017,1,1,31,0,0,0,0,4,1177,1
658,com,14,3056,54,212,48,50,344,2005,1,1,31,0,0,0,0,30,710,1
659,com,12,0,0,0,0,0,4,2017,1,1,31,0,0,0,0,11,387,1
